serial,B1,I1,N1,G1,O1,B2,I2,N2,G2,O2,B3,I3,N3,G3,O3,B4,I4,N4,G4,O4,B5,I5,N5,G5,O5,firma
0724,1,25,42,56,68,7,23,34,52,73,6,26,LIBRE,57,65,3,28,36,58,75,13,22,33,59,67,93407bb00f8cd598f65a1634ffc0803a4d49171782bcfe1efd7cb03f8ac5f092
0725,15,16,38,46,69,7,26,42,50,74,12,28,LIBRE,60,73,2,21,34,52,65,6,22,31,53,68,7ef8aafcce4730ae0c36ddc308ac13fc9f75d3bd7cf71ab3158a89ea5a3110f9
0726,5,27,33,55,74,6,24,45,53,71,3,20,LIBRE,57,68,7,18,31,52,64,12,21,44,58,66,3f9a501e8c956487ca68d15ac8fc50695de453321bdf22a69042a9613c752289
0727,12,18,40,51,67,13,21,41,60,63,2,30,LIBRE,59,62,9,24,31,56,69,1,28,37,52,70,7c5a5797039c597fbdb1519b9c02df9f4ca7c4fa20e408e64254d3ffe9fe5958
0728,11,20,37,59,62,8,21,39,55,70,13,27,LIBRE,47,75,6,22,42,60,64,1,26,32,53,67,7bdae32bfa203173140057d056de3701c0a6c2125e501498c21772c0a2fcc40a
0729,6,19,35,48,72,8,24,43,51,64,9,16,LIBRE,46,61,13,23,37,54,75,1,27,31,58,68,c04e5f633855debd5667716da502df2262ced00663d3a66950849a059c6a7b4e
0730,8,19,45,54,65,12,30,40,57,69,14,26,LIBRE,51,64,13,17,35,55,63,15,21,34,58,68,1158092006b58ce75e7e22ad79270fe5739cc3f0f4b9ef36119682ba1f6ca3e1
0731,13,17,43,55,69,12,23,37,59,72,11,28,LIBRE,54,67,7,30,45,56,68,15,29,34,60,74,fac5d76f9ae115be077a59cc18e8bde36a2a9b3739cbef6d38988f0d01787b24
0732,3,26,31,54,75,4,19,34,47,69,8,22,LIBRE,57,66,6,20,41,56,64,11,16,36,51,72,32c1671bfea096cf83b2693e04febcc355080bc40f3d2fadbf975eb8a8993be5
0733,7,21,43,46,69,10,29,37,55,72,14,16,LIBRE,56,71,4,20,32,49,66,8,30,44,47,64,ad99ea1a57534ca29e5c25cdcee7ed6f1f74fb19e11f02077cde15e6867ab1a8
0734,4,16,31,57,67,12,26,33,51,66,3,28,LIBRE,55,75,14,22,43,47,68,9,18,36,50,62,c48c0adffe4a4eedf15ad2494fd94c634387a67bee4a57f585065f02a43f03cc
0735,13,19,35,49,69,11,17,39,57,62,7,28,LIBRE,55,71,8,29,41,47,74,6,27,37,56,72,bbde54a681323d97df379a3b0ac18ac6124ff69d39a4cd360d9a90c04fb18deb
0736,9,23,33,53,74,1,30,34,56,71,5,25,LIBRE,58,66,2,29,39,49,64,15,20,41,57,65,776409f2809932fbb40b444a234e55de2767a71e60a3d145d686af54a3060d1f
0737,3,16,42,47,63,1,25,38,56,75,6,20,LIBRE,54,61,13,23,34,57,73,4,24,45,59,62,648e739fa8c1003517a62c18e5654614c42b09a2c70a1ebfaa10f4cb5415085c
0738,2,23,45,48,65,12,16,43,53,63,9,20,LIBRE,47,64,13,29,40,46,68,15,21,36,54,73,251ba1237a930f1d2337e0f46ea5b4f4caf3c1e86e2d545f54c7e705a3f378e4
0739,10,26,42,56,64,8,22,43,58,69,11,30,LIBRE,46,65,3,24,31,51,73,5,29,34,52,68,1eaf768aab63e28e692ae2f5069ed10693034daa720ddc0c9b8ec92318facfba
0740,4,20,35,54,66,9,25,33,51,67,13,27,LIBRE,58,73,1,21,37,55,75,10,29,34,57,72,957c14e38215375138b21bb2f9af1d329a7c4efe7b42de4bc536a5827ed0e409
0741,2,27,45,50,69,8,23,32,49,74,1,18,LIBRE,57,66,5,28,39,46,71,15,24,37,47,75,aa4353a3e7c23cff1f51aa1af7175619f5f92b8d0c76d8a1a99d0ba942a79587
0742,12,22,39,52,71,14,28,31,58,70,11,24,LIBRE,54,69,4,30,41,47,61,9,18,38,51,74,20303ced63991cd44e568f514ead2d051c4f0fadde7a7e469dcc12f09380b97f
0743,5,26,40,51,71,4,25,36,49,73,14,16,LIBRE,53,70,2,27,43,50,68,8,30,31,47,61,57687b8cbb501406e43fc33057a9bf693bedd0107886ce1245de5194526f6fdd
0744,5,19,36,57,61,15,20,40,46,71,10,21,LIBRE,56,73,14,22,37,60,70,13,24,44,52,64,5be898166ebae3fe2125f39c9b8c2ba91eb3cb498e8cde671971595a86e10b0e
0745,8,20,35,49,69,12,25,42,58,70,5,26,LIBRE,57,71,4,27,34,52,72,11,17,41,54,65,a01b358acd3773c08fcefa4bcfc85884533d2a448e2abca4d08eba8709ef32a5
0746,5,20,31,52,63,11,26,41,55,74,2,29,LIBRE,49,68,8,25,35,54,61,1,28,43,59,72,d00035e88eccfaba01aa849a8f774991d8c4e6a431e2a19f2b93297f2c343a86
0747,8,27,45,47,67,2,24,33,49,70,4,22,LIBRE,60,62,7,19,31,48,71,6,29,37,55,63,75e5f42f98bcf0b69076ae23e4fc2f5b801bc5943541669663bdc15c3f824b47
0748,4,22,42,47,61,10,30,35,58,69,5,21,LIBRE,52,75,9,20,41,57,65,11,28,33,56,68,3989e60eff4d39c980712971b520c7052b96cf40d87a4487db3bf5d6ffc56f86
0749,14,24,38,52,61,2,22,41,54,71,11,29,LIBRE,58,62,5,18,36,50,68,13,28,37,49,74,6eedfed2c8042b894f35d1bb629a500d67fc3a16a56b6e251c40081fb74b0604
0750,5,30,39,56,64,10,27,43,49,63,11,25,LIBRE,60,66,14,22,36,58,67,9,17,41,52,74,f0f36167596beeb261288a1fe1a54c939beb44fd9c6071cee099b3631c3b07b0
0751,4,30,42,60,75,10,25,45,52,68,3,29,LIBRE,57,72,11,24,32,54,67,9,21,33,47,73,2c595b29db00bebe1c8b231c4758379c51e0afe457fd809dc2741b79fa80f7b8
0752,13,24,41,58,70,11,23,40,53,75,6,27,LIBRE,47,61,12,30,39,49,69,1,21,38,59,62,1623b3f4980ca9b761cf7c95cb3ab69446d97d923c6525e87d73bff397486dcb
0753,6,20,34,58,65,7,16,32,56,68,1,27,LIBRE,60,72,3,30,36,50,61,12,25,37,51,74,c95a34fb406ae4e3794b78ff9d7a0795040dfe4e4fd18ee81b962bbcd4d3cf50
0754,3,25,40,47,71,14,23,41,48,73,12,17,LIBRE,60,65,7,29,39,52,64,1,22,33,53,61,b965c4ec07bc43e7df6fd3ad3047b3e3990950827962647e4527aea437b7fa7d
0755,7,21,31,47,70,13,16,41,58,72,8,20,LIBRE,50,61,2,29,44,46,74,3,25,38,51,62,488956c870b22bca8bb05929f7f20be5babcdac700831e65a2353d86972c54c5
0756,12,29,42,50,67,15,30,43,53,61,3,24,LIBRE,52,70,7,21,40,57,71,11,19,45,60,69,b3bdee615e38ec5d726a69822777c0641b583f60f22a053c9e326f0499a5c2e6
0757,11,22,44,47,72,4,28,38,51,75,2,18,LIBRE,48,73,12,25,36,50,70,13,23,35,53,63,0098819e3518f599aaa2878a0f0564c479ab86620cb0b477949464fdc3a8a92b
0758,7,19,35,50,73,3,26,39,55,63,2,17,LIBRE,52,65,13,23,45,58,71,1,28,37,53,68,183a73799f77da2c1170c33bf13f76f44758bee1de50709538976defee31b078
0759,15,19,35,51,74,12,21,41,55,64,8,20,LIBRE,60,71,11,17,44,57,75,3,25,37,54,62,aa13e65c1583c9f60ede36f7aaab14cca78c49f63ab7775cb8dac4106633581d
0760,15,20,43,57,66,7,23,44,49,62,2,29,LIBRE,56,72,3,19,45,55,71,8,25,42,60,69,51a8eea10be3a25f8e06fc0909789344b7c0221952fbc596c3049c1c7c83a82e
0761,3,24,34,58,69,5,21,43,56,63,7,26,LIBRE,55,68,1,22,41,57,70,10,25,45,51,71,b225584eebaa8bc7a227d118665ee8140713de4fc5c9a849694d4475cde57a26
0762,8,21,45,59,71,7,29,39,51,74,15,25,LIBRE,50,62,13,26,35,54,75,5,23,33,58,68,a4be6c74e7e5e1d498c682535e3543a7f57620a1fe634837bc62d1e564781366
0763,8,28,33,47,65,10,21,43,46,68,6,25,LIBRE,51,75,14,17,35,59,67,15,23,45,55,70,0aad60d5d628b1e4c283fde2800e232ece79fd51770fc0a0c5112bd8d6ea97b1
0764,3,28,36,60,66,6,26,32,57,64,10,22,LIBRE,59,72,5,16,41,54,71,12,30,43,51,73,a45eaf410a0e7ca55f8bf51a062336dd0456f5d70eb79410b0e515863eda14a9
0765,5,16,34,58,72,8,21,32,51,71,3,25,LIBRE,50,63,15,17,40,55,67,9,18,41,59,69,dabcf4f435fb42ba6038c7aa642a5212455dc0c56dbcc6a6d19efa01e8430e94
0766,15,20,33,47,73,10,24,45,56,70,7,29,LIBRE,53,64,3,23,39,52,66,2,25,32,55,62,c1e0381f3825afcd77fb32bdfb79491e7e8911354ad52e9add7f76241f74d47f
0767,5,20,41,56,66,2,18,37,46,75,14,25,LIBRE,50,69,9,29,44,49,63,15,23,43,57,74,d9a8486b69567b006748e27890f9f65232fb1a31eddf6ee96f8b0562c72aaeb9
0768,2,22,32,46,73,15,19,41,55,63,12,17,LIBRE,56,68,11,24,31,57,67,14,28,45,51,75,8ff141fac15a5465c9dde9da3074cadab9334415bbf7cf53c5c134e6a2c6fea8
0769,2,20,41,48,68,13,26,31,47,71,4,25,LIBRE,50,74,11,18,38,46,72,14,19,36,58,69,4715218b916bc7469275fa0bd821fcf92a596b4331c74700e9dd67e093a2805f
0770,10,24,40,52,67,9,29,31,57,71,5,30,LIBRE,59,70,15,23,36,53,65,8,28,33,46,68,392cc64ad19ac4de2652b9fc66d78c7915ab70df1f4877a27b33b395681f93bf
0771,3,22,33,56,70,1,30,32,55,75,10,29,LIBRE,49,62,7,26,45,53,63,5,24,44,52,64,c4b41dcea27e38bcdf26d785c261d16872f9cd3b287c12a39422409148fbf9fc
0772,10,28,40,53,65,2,29,39,48,75,7,18,LIBRE,57,73,12,21,43,52,70,4,20,35,47,67,15114e6f9978b2d6699377b79b845da87bc5baa965ab7b48f07bb055e3caedb9
0773,2,18,36,58,68,12,29,32,51,75,9,17,LIBRE,47,74,6,28,35,56,71,8,21,42,55,70,25a1d92020a5182429844717c3d51ec8d27c470306690d2f42d84c3535b81fc7
0774,7,30,43,49,65,3,22,34,59,69,4,23,LIBRE,48,62,10,27,33,58,75,11,25,35,52,61,b84bcb84722acdb98a79fff303670a4eda6aa18e97042e0e9d7d0eaa7f72caed
0775,8,19,40,51,66,1,16,45,48,70,2,29,LIBRE,49,73,9,23,37,55,68,12,27,36,53,75,420db765114c44ff7008f8ea14fd54459c86e40c11752d86217dd4d540ee7bcb
0776,6,25,32,60,67,1,19,42,54,75,5,23,LIBRE,52,74,7,27,44,57,65,8,17,41,55,63,b9f42912863adde5d8365810d1a87c58f6070f1a14214370fef2655f21b5b0fd
0777,11,26,41,60,63,3,28,34,51,70,8,19,LIBRE,53,65,15,23,31,48,66,4,16,38,46,71,7c3b65c3d1eee7b9bc4b0e21e99196deaf699cb63892a98a54a6070d30f3113d
0778,15,17,43,56,68,8,29,34,54,65,7,28,LIBRE,58,67,2,27,37,50,73,10,23,31,52,61,f1af5cad7869b56448819a12c726f6e806bc56b6696dde13fbc92af96cefe652
0779,4,28,34,53,68,6,26,38,48,71,14,19,LIBRE,51,69,10,18,44,47,63,9,23,42,55,65,39316b809578940ae35f4e1c99596fea66a0a38f12558684a12fe0b54dcc0f6f
0780,3,26,34,52,74,10,23,41,56,67,12,24,LIBRE,57,71,2,28,35,47,75,1,19,43,53,72,14e0153a1ae85ccc501112aa6e7c50b893f32ffafd2f00021466d145b9e46ab3
0781,4,29,31,53,65,14,28,32,50,68,1,16,LIBRE,49,66,6,25,45,47,72,15,17,42,58,63,f447cc45b95b39cc6b95d0ad18622e66608784cd1e688bfb1e9620d4d20714e9
0782,8,23,42,58,65,14,30,45,60,61,10,16,LIBRE,53,69,3,29,35,49,73,1,19,36,48,63,64e246e8f5a9b1b027ce97a4b6ffed003ab488305e6d14423912d9ae15742cc2
0783,14,30,40,57,61,3,19,34,60,72,15,22,LIBRE,53,68,8,26,38,51,73,2,24,32,52,74,2e9c24fdf8d874a5073fe290c1d12d3497c1e2864b77f7aa927362e193c6e68b
0784,5,25,35,48,74,9,29,32,49,66,1,28,LIBRE,58,70,13,20,38,60,62,10,23,42,46,75,539e0b97348f3cc388716b7396c895e3159cc2d7a875de2b03b9a6b558032b14
0785,6,30,43,59,66,13,25,33,55,72,12,29,LIBRE,57,61,10,21,31,51,62,1,23,42,46,71,5a2f542bf56a559304cdf7baecf5a9b64ab5efecda66f745c127e10dbc15c9c3
0786,11,23,33,57,64,12,25,43,47,63,7,29,LIBRE,53,68,14,20,42,48,74,15,26,44,56,61,6f9539703ed9797678b5482cc5079f5dc0ad79889793ba46e4e32a6a0da25f64
0787,15,16,42,60,68,9,25,35,53,65,8,28,LIBRE,48,67,1,18,41,54,66,13,21,43,56,63,fe2b16d1102988a591a2c69f7f7b8b94d1216365ec2e9126303e1352aba4f0d2
0788,2,20,37,55,72,13,21,34,48,71,10,25,LIBRE,56,64,6,26,44,59,68,9,22,39,51,65,d8057443b50a478858054aea1f2a5a3fa8953d3ff2812c02eb0b1336b73388d8
0789,14,24,39,57,65,4,30,34,53,68,2,17,LIBRE,49,72,6,21,33,54,69,15,25,44,48,70,19a04642284e80ac86de88d2c1665cd4a4b7096f1fccf36e5f256ee05fddd5c3
0790,2,16,41,50,74,9,29,35,48,67,7,20,LIBRE,56,71,1,28,36,54,64,11,18,42,57,65,532b56a491a4303e320f0e2b2fe9f207ec0960026ad7cfa3dfda8411a5c74c06
0791,12,16,35,47,66,7,24,39,59,68,14,19,LIBRE,48,69,2,17,37,52,73,11,23,38,54,70,d529486cf0ca997ad001b3d4c692bf1f6c5e3d149a949a322ec1b503df3e4fe4
0792,12,16,36,48,75,5,28,45,60,74,1,23,LIBRE,49,62,13,19,31,47,69,10,30,44,56,66,1ca4b5c5c9393f496a24d43abd658ff18464c0383523ea6e2d6dc5b66d6c3a23
0793,10,25,36,54,67,12,24,42,57,74,3,21,LIBRE,60,72,6,19,32,55,63,2,29,37,50,68,cbedbd6e1b01cab075d55609856bd179e1ebd3bcddc4b2a2debf0e263b82a011
0794,1,27,38,55,71,10,18,41,59,69,3,28,LIBRE,47,73,8,16,37,56,66,14,20,42,50,67,8aa3eff3b2709f245e7c2ab2058e154236977744668e31549fc18dc53ec28967
0795,6,27,44,48,72,15,16,32,56,64,14,29,LIBRE,47,68,9,23,33,57,67,13,26,45,58,65,f729a01885adce03606f1b03743226fec8ffdaebdd44068852e13bde257a131f
0796,8,29,42,54,74,7,21,40,47,66,3,16,LIBRE,51,70,4,19,36,59,71,14,28,34,48,65,33c97c32aac5146af0debefe97a34026949ba3357214ed5ad56406d36082afa5
0797,6,30,35,60,62,2,25,40,50,74,1,18,LIBRE,47,70,11,26,31,55,67,10,24,42,57,75,3459e3bacbbce4d7871c311c06e098dafeb800e16bb6a122a41bf40e6191db64
0798,4,25,37,60,62,1,20,41,57,70,6,30,LIBRE,54,65,7,21,43,49,71,8,28,39,59,67,b0e5db34c449bb590f27d0bacf1b676b58d666ffc965913d059928047a00cfb0
0799,6,19,32,47,68,1,28,42,54,67,9,16,LIBRE,46,64,10,26,45,59,75,12,27,34,55,62,ac57b10ca235402c1e2bab2654e4254be9bf03a16ad35710004ef2ba653bb57b
0800,14,25,45,60,72,2,30,34,48,69,10,24,LIBRE,57,66,8,23,33,50,70,13,16,36,55,64,6b6fb80f97cf4ed9ec296f5782887aed22c324e6da7d2335a4c8e54fee151eea
0801,6,23,44,48,75,5,19,37,58,65,1,21,LIBRE,56,74,10,30,45,53,61,13,28,35,54,64,83c6c7c70a92bf2d0bad58cf3d85f84ccb4ddab85d6a2202d5c70d1580c014bc
0802,15,25,32,59,64,3,21,42,60,71,1,30,LIBRE,56,63,8,27,44,54,69,12,29,35,48,74,68d38fdb18ccfe5c2b47949389d9adfb30ebb1bfb397bb9d59bb47190e16d35b
0803,12,23,33,52,66,10,22,31,55,69,9,30,LIBRE,58,75,1,26,36,47,67,6,24,42,46,65,62b7d2f291162c44b5aab3f54932ff5d2c9f50d583502dac4ecadd8ff09c6dea
0804,13,27,38,47,72,7,22,35,48,66,5,23,LIBRE,50,73,9,20,44,46,69,14,21,40,57,64,092a1859358229e9d168dd6837eaef8bc0783df66b63018be13c7541e61187a8
0805,15,20,43,47,66,11,27,38,53,73,9,24,LIBRE,59,61,1,28,44,50,75,12,23,32,48,71,7f2be17413fd0a20bdd0171c02fd64e37a5658888a49e1b438252b3647317a84
0806,4,22,34,47,69,5,20,41,52,63,9,24,LIBRE,53,67,3,17,36,59,64,15,19,44,46,74,7dee797ad3c4b432b5472d44db7de4c5b4efcef6ec6bdf422287237b5f3ba61d
0807,5,26,41,52,73,7,24,37,58,66,13,16,LIBRE,54,69,3,18,38,47,70,15,30,39,51,71,3f8f87f1d35d69362d0b2c96a82577900849a3d4584d861dda3c72080fe9950b
0808,14,22,38,47,69,2,21,33,52,66,7,25,LIBRE,54,68,3,30,44,56,75,8,27,34,55,70,60f3210647d84fdcd353ef7613b78ee2a91b4308c9b90022b375319260bc692d
0809,3,23,35,46,66,6,20,33,50,68,15,24,LIBRE,55,70,4,25,37,53,65,14,21,38,49,75,5fb6c55c8e2380d2c9116b3dd56256d8a9af5badbf9a46452f69b5a7167d1a74
0810,6,20,32,49,73,12,29,42,52,66,5,25,LIBRE,46,67,3,28,41,55,74,11,27,39,47,69,7404e5d5be6482e4ce69e901109fa267a32ff81e142c83da1e13191f2dad5bbe
0811,6,16,38,46,61,12,19,39,51,71,1,17,LIBRE,59,62,9,20,34,56,69,13,30,44,58,68,4d46bc115db8c189fd80879d62a8e418929439efdaa3eb24c5da9f9f3218cae7
0812,1,17,33,50,67,9,23,40,60,71,15,20,LIBRE,46,63,8,28,45,58,72,7,22,43,47,73,1e2940dffe0e1e702825e24ed203b041bb616c25c09e83f4649753c5e66cc282
0813,15,17,31,46,73,3,29,42,59,68,9,18,LIBRE,50,71,13,23,38,60,66,11,22,41,48,74,f81bd31d67f7c45b6865e78fd475862ab770460e0e2cd4ff186bffd1870f1475
0814,14,24,32,59,73,2,28,44,47,69,11,21,LIBRE,57,74,8,16,33,55,72,9,29,36,56,65,07b828669b43598d93ce6c586770ae95621072bf61434de3c898c50dd4daaebf
0815,2,25,34,60,64,10,28,41,58,67,6,23,LIBRE,48,73,9,30,43,59,61,13,24,32,52,72,c6517307061ee3c852121c5a3f748f703d94d2e6df6f284b29ae762050f394cf
0816,15,18,42,59,74,13,17,34,56,75,2,19,LIBRE,58,67,1,29,45,55,69,8,20,39,50,66,d6820f3391a65f92b83b997c444ec8715c044c08026c771e8f4803aeb98dccc9
0817,1,24,40,47,61,3,29,39,46,72,6,23,LIBRE,55,73,10,30,44,53,71,4,25,43,51,69,194f8c07b04e0da6c34ec412c7fc5bfcdc0391ddbbc7302d72a5e568c78c396e
0818,10,27,33,57,65,8,23,36,48,73,7,25,LIBRE,53,70,12,21,40,60,64,5,20,44,50,71,b54369966b2e721a61a5cc28988c9dc83bf1b33c85ff8dec01798ec21d2f594d
0819,7,19,43,50,62,2,26,41,52,70,8,25,LIBRE,47,66,3,20,42,51,74,5,29,38,55,68,d0faa7fe55ed362e838f5ba8fcb54ba199eba56fcf72b1d35c79a5a27b2cd23b
0820,15,27,36,59,64,12,16,34,56,74,13,18,LIBRE,46,65,14,24,35,60,67,7,19,37,53,73,3626a1e1d60f0168e4221cbfea92ffe2136cd1916e5d285415fdd53dae5d9575
0821,6,28,38,56,70,1,29,34,55,62,14,22,LIBRE,54,72,8,19,44,59,69,4,18,42,57,75,c7c906b5b31ff20e0d250704541dd3b90ea1924bb61e56432032c458e26e42df
0822,2,26,44,57,68,7,22,39,58,69,11,20,LIBRE,46,63,15,17,37,50,61,9,21,41,53,72,fe04def7dd66e2dce2c6c1bcb745d128631f19589a5137e6377cd11fcdb40018
0823,13,17,36,58,74,9,26,42,46,75,14,21,LIBRE,47,64,2,22,41,48,68,7,28,44,56,61,b294d9d74b71df159f4c1d861c63acb4084fdd76add06f9704a1d6b929bc4c8a
0824,1,24,33,48,72,10,19,45,51,67,4,30,LIBRE,60,70,7,23,36,58,63,11,21,42,53,62,436616419b628ad2561defa33f2541f1328f07cdcd74f2f25173376a2f84e108
0825,14,17,44,55,71,2,26,31,47,68,4,28,LIBRE,53,72,15,19,45,49,62,3,30,39,56,64,63a8d8de734a1aadf7d4d3d5edce2d0c90c27cd1aeeee9fe663c7c1c09cee2bb
0826,9,20,33,58,72,7,23,40,50,65,3,27,LIBRE,60,70,5,18,42,55,71,2,28,31,53,69,b34922616cfc5df5c0151fefd4b7a182e07746ea6c77d8bbf55cefe8833e8705
0827,13,27,33,60,74,1,22,34,56,62,5,25,LIBRE,52,63,2,17,35,55,66,8,16,31,53,61,ddfb87439520b6351a8d029faf29448dce36b417f50ae26c91de786e7c2890a5
0828,12,23,40,51,61,5,27,39,47,66,2,19,LIBRE,60,65,4,22,31,50,67,7,17,35,53,74,d0c5a1d112079330f83351329e25cda8d8ed6ef9e3f5620464712e09fe8a0fe9
0829,12,27,35,47,69,2,24,41,46,66,14,28,LIBRE,59,63,15,18,36,55,68,4,19,32,56,70,d10ce80bac2dcae1b8d71067237d1f0caff3cd0387a2b5b9bd4619d4e2e08cba
0830,7,25,34,57,73,5,21,35,58,62,4,30,LIBRE,48,72,11,26,32,53,70,1,19,43,54,64,c373c3010e0c9d5d220df7a69d4b64f5f73f34ff23d022c803ea2215dce05216
0831,12,30,41,59,70,2,28,32,60,65,5,26,LIBRE,48,69,10,29,40,56,61,9,27,42,55,64,3ee484c15a7f2b5608f53bf7c5ec30f1fe74cce42df278b9d3dc26b4dc6e2010
0832,7,30,34,54,75,4,18,43,49,72,11,17,LIBRE,55,67,1,23,42,56,70,5,24,36,52,69,236ed5a93352b4d469e369cb4eddeadddd0008ac57e0a94e0a03d9330ca580a5
0833,9,27,40,55,62,10,28,33,47,61,8,22,LIBRE,59,69,7,29,34,53,74,1,17,45,57,70,4d7f731a71975218d151a075b2ebf36a10db5acd6007bd4290695bdad14e9bf7
0834,14,27,36,55,72,2,17,41,53,75,13,28,LIBRE,54,73,1,19,34,49,71,6,16,35,51,74,09d466dbe057297121c361b9515b1e991496f1100bda5ddc867e6cfa94bf9a7c
0835,10,26,36,46,74,2,23,43,48,75,1,24,LIBRE,52,71,13,22,41,53,65,14,18,42,56,62,123dd2797be87b203bcb57cfbf4eae1a73c523706d14b59018a65bb84e5e57fa
0836,2,28,41,57,65,9,19,44,56,64,12,24,LIBRE,49,66,10,17,45,51,61,7,26,42,53,72,262ea278cae24f211872f74734315eff2ba0a2753f7dbe5f316f7e1f68e5c35b
0837,5,24,38,52,67,12,26,39,55,68,9,29,LIBRE,46,69,10,22,34,57,64,11,23,32,54,73,082ef38c0934f3ffb1deef53cf2b01d2676febe412377ad62cee107fd130bd47
0838,9,20,34,58,65,4,28,36,54,70,13,25,LIBRE,48,69,3,21,35,57,73,7,19,39,50,68,9370ebddea168439f612d92f593432bc580a78bb28d23e3ceb6e3a1212773eb3
0839,8,28,33,57,63,7,25,32,46,68,9,22,LIBRE,59,66,4,19,36,54,71,1,20,44,51,64,da658330d71635c8e2d3da4decd0310480a608547f57c09dc92251b493b1b478
0840,12,17,32,51,64,7,22,36,49,70,8,24,LIBRE,48,74,15,21,44,60,66,10,16,42,58,71,eba3cb33c7c1ab6d6e65df1c8d461c36827bae77d0b520c549a71766955a0622
0841,11,25,40,50,63,10,18,31,53,73,13,30,LIBRE,51,65,12,28,37,60,71,4,20,39,47,68,81ee4161310f4076ebc43d3f73e840c4e0e1086000a285d82e27cb30256b581a
0842,7,18,34,49,61,1,30,35,58,75,5,21,LIBRE,57,63,11,20,36,56,71,3,16,38,51,73,6869deaeba6590ee8fe1eb1ed295aec11b2f8918ead322be27a2ccbe29414e2b
0843,2,29,44,50,69,5,16,43,54,75,10,21,LIBRE,57,71,14,27,45,55,73,15,17,32,60,74,a7b681e6faf603d1db04d2cfdfd82988225fcaad7e3671631aea50c1669c6bf2
0844,6,21,35,58,69,12,25,40,56,75,2,23,LIBRE,53,65,15,22,39,54,63,9,19,31,50,74,42b68d2a17e5e28cdb8949c136ad56f6b6a971fe109efc2f2fb52aed002244fe
0845,2,25,36,50,62,13,17,42,48,69,15,28,LIBRE,46,71,5,24,37,49,75,14,21,44,56,64,25838f8310b7ce15679a4e3ef4c63b5abb1e367bcb466488d1c66114d2611f27
0846,14,24,31,52,70,12,19,35,60,74,11,30,LIBRE,48,71,1,22,42,46,63,10,28,36,58,64,17704dd750c006b1e2c5f421adad412efef1ea83a9ec2085fd1aaa216329397c
0847,11,19,31,57,67,4,27,37,51,64,14,20,LIBRE,47,72,15,28,33,49,61,2,21,32,46,65,11e943d49320bfff6083ff56f542aa6b37b524a58749fe7097778dc651e42b5b
0848,15,17,40,55,72,4,29,31,53,75,9,30,LIBRE,52,68,14,24,33,51,67,3,28,42,60,69,6c5e3139ab606935bb0bf4bf3be474797a4bd3336f69f6d68775210bfe119eee
0849,4,30,33,53,61,3,23,45,60,66,14,20,LIBRE,49,65,9,28,39,56,74,2,25,31,58,75,6c8fc77fff9d37ac529f0e44eaa519d86b437fda472a11fcf67e265c7b907a34
0850,15,20,32,59,65,7,22,38,53,72,4,21,LIBRE,51,71,10,17,43,56,63,9,24,33,49,75,0231de5e3962b59b99ed16178f6fd53f444a35c4276aab3e44ff96aea5fc3173
0851,11,19,36,46,64,2,16,43,60,73,8,25,LIBRE,47,75,14,27,41,59,61,7,26,35,54,62,c4f7b0235d51e5ad8dfedb6d794dd01870d8c7bde263d3b2d8713ea643c58d4b
0852,1,26,35,56,68,2,27,43,46,74,10,21,LIBRE,49,63,8,25,36,58,61,14,22,31,59,69,411c6067a26c23e567b42eb192e2ca191d6927110351c70b00731302532a6aa1
0853,14,30,43,56,69,2,17,33,57,65,3,26,LIBRE,48,66,10,20,45,49,74,15,28,31,60,71,7e39e43b1bd3566465d94de3ad69f91e920dd563180669d0f9571af7816f3455
0854,14,21,38,53,64,10,24,39,55,74,4,20,LIBRE,54,72,9,18,34,51,68,7,22,33,58,70,e4bc6d39f987958d96f8b4f76e71a1a5e348a9efc85466952e36443571d54f89
0855,9,30,39,58,61,12,16,41,48,64,5,28,LIBRE,53,71,15,23,45,55,68,7,19,38,51,72,98d889e0e6b301220261db984733fbe5a31a68cf0a0dcc7f8d7e8e629f89cbaa
0856,5,24,39,57,65,6,18,37,56,73,13,23,LIBRE,53,72,14,16,43,49,75,1,20,38,46,71,f77fcaf4683df121404f2b115402d45e1b47fec06921d308c2cbdd7f83cb1e4f
0857,2,21,42,47,73,7,25,36,51,74,12,19,LIBRE,49,69,6,27,38,56,65,15,26,40,57,70,663d7b12a336f510eb9d4fda05b0d6ff7f1cb93e2766c5f50ec4b2d45ea115ac
0858,8,27,37,53,63,3,19,33,48,69,5,22,LIBRE,59,74,11,29,43,47,62,7,16,34,52,66,8b48a2fe91172cbbdf0aec79271954a882b69db44af965ca2ab9f6ebd4b4b2be
0859,1,27,38,47,71,14,22,32,56,64,3,18,LIBRE,58,75,12,29,44,55,74,6,30,37,51,62,588ef0aa0763c76888f8622a82a79b2985c7e111b9a9555eaa97529ec6f22a63
0860,12,21,43,51,63,2,28,41,55,69,4,24,LIBRE,60,74,5,23,40,47,70,3,30,35,54,66,fe105b40bab16c732c461c8884936fe5baabbc96a66ef9177a313a1629038675
0861,2,18,37,46,70,14,28,40,52,65,15,30,LIBRE,47,68,12,22,44,57,61,6,27,41,49,64,5bd9123ba4ece8f0e79ad504ac8b8101d9460f6ae8e7045bb523dceaa6e906b4
0862,6,22,39,55,65,10,27,36,48,67,9,24,LIBRE,56,64,13,16,35,51,62,11,29,33,50,72,c322f0ef92981a9b7ca779095e08c1d8083d8c43133ebeed00564bb776e201bf
